aX,aY,aZ,gX,gY,gZ
0.653,0.073,-0.138,89.661,-49.377,14.404
0.711,0.044,-0.166,86.853,-52.612,-12.451
0.798,0.015,-0.168,80.566,-58.411,-30.579
0.848,0.011,-0.168,76.111,-57.617,-35.461
0.929,0.012,-0.175,63.782,-55.725,-34.363
0.984,0.011,-0.194,48.279,-51.758,-30.212
1.013,0.007,-0.204,32.715,-50.476,-24.78
1.078,0.016,-0.208,24.719,-52.307,-21.545
1.13,0.023,-0.213,12.878,-50.537,-15.625
1.169,0.02,-0.174,5.127,-47.546,-11.719
1.192,0.009,-0.164,2.075,-46.326,-15.32
1.271,-0.052,-0.194,0.61,-45.593,-18.616
1.303,-0.133,-0.22,5.005,-45.288,-21.301
1.279,-0.15,-0.208,10.498,-43.335,-15.198
1.258,-0.149,-0.188,12.024,-41.26,-10.071
1.245,-0.141,-0.127,13.794,-35.278,1.77
1.244,-0.085,-0.045,13.062,-25.879,13.184
1.224,-0.061,-0.016,10.803,-18.921,18.066
1.171,-0.035,0.03,4.395,-16.846,17.09
1.144,-0.049,0.053,0.244,-13.672,10.254
1.108,-0.075,0.054,-0.427,-11.169,2.502
1.099,-0.082,0.052,0.244,-8.545,-1.221
1.078,-0.099,0.026,0.244,-1.648,-5.31
1.042,-0.111,-0.031,-0.366,4.272,-8.606
1.007,-0.155,-0.075,-0.793,4.761,-11.414
0.995,-0.164,-0.094,-1.526,4.578,-11.23
0.976,-0.182,-0.113,-1.465,4.395,-9.216
0.972,-0.196,-0.098,0.305,3.906,-5.188
0.965,-0.192,-0.097,2.075,4.272,0.977
0.969,-0.171,-0.076,3.418,3.784,3.296
0.983,-0.12,-0.046,3.174,3.662,7.263
0.987,-0.098,-0.034,0.183,4.639,7.996
0.981,-0.097,-0.037,-1.648,5.249,6.775
0.979,-0.089,-0.059,-4.089,6.836,2.991
0.974,-0.089,-0.074,-2.808,6.714,-2.869
0.985,-0.099,-0.085,-2.014,6.653,-5.31
0.972,-0.119,-0.09,-1.465,7.629,-9.888
0.99,-0.143,-0.098,-2.136,9.644,-12.695
0.989,-0.154,-0.105,-2.869,10.925,-12.268
0.989,-0.176,-0.119,-4.272,11.719,-10.132
1,-0.177,-0.113,-5.981,11.108,-6.409
1.001,-0.175,-0.11,-7.324,10.437,-4.333
1.137,1.773,-0.024,-6.348,24.048,106.689
1.075,1.683,-0.407,-39.795,54.626,-7.324
1.072,1.502,-0.459,-33.691,53.101,-69.58
0.998,1.097,-0.418,-22.217,37.537,-169.495
0.87,0.621,-0.338,-33.936,24.414,-231.445
0.772,0.359,-0.319,-42.908,20.996,-250.732
0.569,-0.174,-0.288,-51.147,20.386,-269.714
0.384,-0.905,-0.251,-57.739,32.471,-250.183
0.273,-1.516,-0.368,-77.637,45.776,-189.941
0.259,-1.802,-0.478,-84.229,50.476,-143.921
0.279,-2.068,-0.719,-78.308,43.091,-28.748
0.305,-1.84,-0.712,-32.898,12.085,88.684
0.296,-1.342,-0.526,11.902,-16.235,175.415
0.35,-1.095,-0.473,25.696,-26.55,200.562
0.504,-0.62,-0.388,54.138,-40.71,227.539
0.737,-0.203,-0.252,85.083,-48.706,234.802
0.798,0.127,-0.222,97.778,-50.903,232.544
0.971,0.778,0.069,105.774,-40.71,223.511
1.047,1.401,0.236,50.354,-1.16,177.551
1.068,1.618,0.098,6.165,24.536,140.564
0.995,1.761,-0.344,-48.523,61.157,37.903
0.948,1.453,-0.627,-41.016,56.458,-91.919
0.894,1.231,-0.609,-25.574,44.128,-150.818
0.766,0.721,-0.49,-11.658,21.606,-235.962
0.622,0.15,-0.427,-20.569,10.498,-275.33
0.531,-0.167,-0.398,-28.137,8.972,-272.278
0.379,-0.816,-0.388,-46.997,13.367,-254.15
0.323,-1.427,-0.477,-72.815,22.156,-187.866
0.404,-1.92,-0.705,-85.815,25.208,-78.308
0.456,-1.969,-0.8,-54.321,6.042,52.856
0.464,-1.574,-0.692,-26.489,-9.827,110.718
0.519,-1.053,-0.498,6.287,-30.518,194.946
0.597,-0.787,-0.434,26.978,-43.091,234.07
0.863,-0.305,-0.361,43.64,-45.593,241.394
0.927,0.422,-0.153,68.726,-52.368,231.628
0.997,0.769,0.021,49.438,-24.475,178.284
1.085,1.247,0.15,14.771,-1.343,139.221
1.073,1.392,-0.297,-41.016,36.377,38.818
1.062,1.268,-0.48,-42.847,40.588,-21.179
1.04,0.93,-0.607,-11.963,24.048,-130.249
0.932,0.507,-0.477,13.062,2.808,-203.674
0.845,0.272,-0.417,14.832,-3.845,-227.417
0.677,-0.229,-0.362,13.977,-5.859,-251.099
0.59,-0.862,-0.3,6.226,3.174,-230.53
0.566,-1.126,-0.339,-5.615,10.376,-200.073
0.552,-1.543,-0.53,-33.63,23.315,-104.248
0.549,-1.609,-0.654,-39.124,20.142,18.494
0.488,-1.302,-0.621,-25.757,6.348,127.991
0.5,-1.116,-0.595,-16.663,-1.465,165.405
0.589,-0.683,-0.542,7.935,-19.104,205.017
0.787,-0.268,-0.434,42.786,-33.936,211.365
0.91,-0.056,-0.351,71.472,-43.213,201.172
0.993,0.485,-0.161,77.698,-40.344,189.819
1.079,0.972,0.109,53.955,-18.616,148.56
1.08,1.167,0.104,22.156,0.061,117.493
1.041,1.286,-0.208,-33.569,39.551,36.743
0.966,1.075,-0.508,-37.354,47.729,-65.552
0.943,0.909,-0.57,-23.743,41.504,-115.051
0.832,0.527,-0.557,2.686,22.156,-192.566
0.688,0.082,-0.489,13.489,4.639,-240.906
0.614,-0.145,-0.46,15.259,-1.038,-253.601
0.583,-0.694,-0.349,8.423,-3.113,-243.896
0.581,-1.183,-0.33,-24.109,8.606,-174.255
0.583,-1.45,-0.496,-60.486,20.447,-67.017
0.565,-1.47,-0.57,-63.354,21.545,-10.437
0.498,-1.219,-0.623,-39.795,12.085,87.036
0.488,-0.888,-0.568,-12.146,-4.395,141.235
0.509,-0.722,-0.553,-1.221,-15.808,151.978
0.609,-0.437,-0.495,26.123,-38.94,150.879
0.719,-0.18,-0.371,53.101,-55.298,133.972
0.768,0.026,-0.229,69.397,-64.026,110.413
0.781,0.11,-0.182,72.571,-63.965,80.811
0.793,0.18,-0.129,70.068,-58.655,64.514
0.781,0.187,-0.19,63.904,-53.711,31.738
0.757,0.172,-0.219,62.561,-48.584,0.977
0.759,0.12,-0.267,62.744,-48.157,-12.024
0.791,0.064,-0.287,63.904,-53.955,-34.851
0.864,0.028,-0.218,62.805,-59.204,-44.495
0.896,0.013,-0.181,57.19,-58.167,-43.274
0.935,0.004,-0.144,38.696,-51.636,-36.682
0.932,-0.039,-0.199,21.423,-47.974,-32.654
0.949,-0.043,-0.237,17.639,-46.997,-32.532
0.991,-0.044,-0.256,19.409,-49.866,-33.02
1.046,-0.055,-0.224,20.874,-56.702,-33.813
1.119,-0.078,-0.178,16.663,-58.899,-33.325
1.156,-0.098,-0.159,13,-56.885,-31.555
1.226,-0.132,-0.144,8.423,-47.241,-26.001
1.283,-0.157,-0.155,9.827,-34.302,-17.639
1.309,-0.134,-0.158,13.55,-24.292,-5.981
1.311,-0.102,-0.139,14.648,-20.935,-0.793
1.28,-0.068,-0.067,13.306,-16.724,7.751
1.229,-0.039,-0.001,9.583,-12.512,10.01
1.203,-0.031,0.024,7.69,-10.498,6.165
1.148,-0.045,0.072,5.676,-4.395,3.052
1.091,-0.076,0.024,1.099,2.625,-3.845
1.009,-0.093,-0.093,-2.625,4.761,-9.827
0.989,-0.105,-0.124,-0.671,4.944,-14.16
0.954,-0.159,-0.138,6.165,5.676,-21.545
0.941,-0.188,-0.118,7.996,8.911,-21.362
0.919,-0.21,-0.132,4.15,9.338,-14.893
0.919,-0.218,-0.135,2.197,9.216,-10.62
0.912,-0.208,-0.148,-0.183,9.521,-0.427
0.922,-0.169,-0.151,0,7.08,7.263
0.927,-0.138,-0.145,-0.061,5.31,8.789
0.943,-0.111,-0.139,-0.671,1.465,6.958
0.96,-0.112,-0.133,-0.977,-1.648,2.014
0.966,-0.122,-0.127,-0.488,-2.136,-0.122
0.985,-0.135,-0.112,0.61,0,-1.709
0.988,-0.124,-0.128,0.366,2.563,-1.831
0.983,-0.124,-0.152,-0.488,5.188,-2.258
0.988,-0.124,-0.16,-0.793,6.042,-2.625
0.992,-0.145,-0.156,-1.648,6.348,-2.747
1.003,-0.154,-0.142,-3.296,5.493,-1.404
1.01,-0.151,-0.129,-3.906,5.188,0.488
1.013,-0.146,-0.115,-5.371,5.31,1.221
1.015,-0.144,-0.103,-5.188,7.141,0.977
1.018,-0.141,-0.1,-4.822,10.132,0.305
1.013,-0.137,-0.116,-4.761,11.169,-0.244
1.009,-0.141,-0.129,-4.639,11.902,-2.136
0.528,-1.636,-0.703,-47.974,50.171,1.343
0.485,-1.61,-0.702,-36.621,26.855,127.258
0.419,-1.283,-0.594,-26.672,18.799,181.396
0.51,-0.84,-0.46,-10.925,8.789,248.718
0.577,-0.277,-0.457,2.38,-4.333,264.16
0.665,-0.016,-0.453,16.296,-8.179,250.183
0.785,0.475,-0.288,48.828,-12.939,235.596
0.825,1.016,-0.111,52.673,-10.376,187.805
0.827,1.245,-0.071,18.372,12.207,106.934
0.794,1.513,-0.201,-4.272,25.757,53.223
0.744,1.303,-0.397,-30.579,40.039,-67.871
0.708,1.122,-0.468,-29.541,37.903,-128.662
0.643,0.623,-0.49,-7.263,25.33,-231.445
0.536,0.112,-0.468,23.499,13.916,-299.744
0.482,-0.193,-0.361,40.039,7.996,-327.759
0.444,-0.853,-0.317,33.325,7.751,-315.857
0.591,-1.6,-0.39,-22.949,16.663,-213.379
0.762,-1.911,-0.605,-83.801,12.268,-35.522
0.661,-1.801,-0.514,-74.707,2.136,134.46
0.533,-1.381,-0.428,-64.453,5.432,195.984
0.613,-0.892,-0.436,-51.331,12.878,259.155
0.638,-0.314,-0.553,-16.296,3.235,261.536
0.735,-0.08,-0.552,9.338,-3.479,248.169
0.856,0.389,-0.453,57.19,-17.395,207.825
0.893,0.83,-0.285,73.486,-22.034,152.1
0.932,1.046,-0.211,64.331,-17.09,116.943
0.922,1.255,-0.212,19.409,4.761,28.015
0.907,1.223,-0.386,-12.695,25.085,-73.486
0.858,0.972,-0.462,-12.39,27.344,-125.305
0.817,0.568,-0.507,11.292,20.874,-211.365
0.786,0.347,-0.501,35.339,8.118,-262.695
0.696,-0.125,-0.427,39.734,3.662,-274.78
0.618,-0.679,-0.307,20.386,1.221,-260.925
0.583,-0.953,-0.308,-37.72,13.855,-182.617
0.628,-1.552,-0.452,-69.824,20.935,-120.544
0.632,-1.796,-0.619,-89.355,18.799,21.912
0.512,-1.48,-0.555,-53.04,9.949,147.339
0.507,-1.261,-0.48,-37.354,7.996,191.956
0.59,-0.789,-0.466,-19.348,3.723,241.577
0.66,-0.276,-0.516,11.047,-5.981,248.84
0.746,-0.019,-0.507,34.851,-11.963,240.784
0.877,0.549,-0.334,76.233,-25.818,212.341
0.97,1.204,-0.069,74.219,-22.888,153.687
0.999,1.44,0.031,52.368,-9.033,109.558
0.982,1.552,-0.216,-7.385,25.574,0.366
0.953,1.253,-0.503,-10.864,34.485,-120.911
0.938,1.026,-0.534,4.822,29.053,-173.279
0.851,0.489,-0.403,23.987,14.465,-240.845
0.721,-0.123,-0.305,0.366,10.376,-257.385
0.648,-0.442,-0.308,-47.607,18.433,-223.206
0.503,-0.989,-0.36,-72.571,26.245,-189.209
0.47,-1.625,-0.589,-103.088,37.964,-93.506
0.541,-1.725,-0.797,-69.702,22.217,16.479
0.518,-1.551,-0.739,-33.997,8.667,70.313
0.545,-1.115,-0.499,8.728,-11.597,156.067
0.645,-0.619,-0.438,14.221,-25.208,199.646
0.759,-0.407,-0.4,22.217,-29.541,207.397
0.838,0.115,-0.336,48.828,-33.569,205.017
0.948,0.647,-0.156,68.298,-24.292,174.438
0.978,0.903,-0.096,61.829,-15.747,146.606
1.058,1.234,-0.161,22.583,8.728,68.42
1.069,1.316,-0.267,-11.475,24.658,-27.344
1.057,1.219,-0.412,-10.437,25.269,-78.186
0.99,0.888,-0.477,-2.869,17.517,-169.373
0.885,0.432,-0.421,8.85,6.836,-233.337
0.778,0.168,-0.391,8.484,2.136,-252.686
0.671,-0.405,-0.333,-3.662,2.808,-257.996
0.539,-0.95,-0.353,-32.227,12.451,-213.074
0.512,-1.249,-0.405,-49.866,19.653,-172.302
0.499,-1.633,-0.566,-72.998,26.123,-67.993
0.481,-1.626,-0.633,-52.246,16.602,44.495
0.461,-1.475,-0.59,-20.386,1.16,135.986
0.501,-1.073,-0.517,-9.155,-7.751,165.833
0.622,-0.632,-0.45,18.433,-27.954,194.519
0.832,-0.2,-0.281,49.927,-38.147,196.167
0.786,0.114,-0.191,58.35,-41.199,188.049
0.864,0.662,0.006,50.842,-27.222,142.883
0.901,0.874,0.011,32.715,-0.549,60.913
0.909,1.02,-0.247,-2.502,10.925,10.925
0.891,0.848,-0.481,6.897,10.62,-91.858
0.814,0.562,-0.527,42.542,-11.475,-176.086
0.769,0.386,-0.471,56.458,-22.522,-205.933
0.682,-0.044,-0.294,55.115,-37.048,-233.704
0.637,-0.477,-0.203,19.592,-30.09,-208.374
0.617,-0.639,-0.221,-5.493,-20.02,-177.307
0.579,-0.905,-0.325,-50.11,-3.601,-100.403
0.552,-0.973,-0.489,-68.909,-0.488,-26.184
0.536,-0.877,-0.548,-53.284,-11.292,26.733
0.543,-0.813,-0.547,-39.49,-21.729,43.091
0.617,-0.697,-0.496,-15.015,-50.232,61.157
0.744,-0.562,-0.372,1.709,-74.158,69.092
0.782,-0.489,-0.299,11.658,-84.961,69.336
0.856,-0.376,-0.156,14.648,-83.679,65.674
0.95,-0.265,-0.106,19.165,-76.05,52.368
0.999,-0.197,-0.111,26.062,-64.087,38.086
1.021,-0.17,-0.129,30.701,-49.622,19.531
1.079,-0.14,-0.154,39.246,-42.969,9.583
1.135,-0.146,-0.171,37.231,-33.691,-4.456
1.19,-0.18,-0.233,24.597,-30.701,-10.803
1.205,-0.199,-0.257,13.55,-32.654,-10.193
1.224,-0.241,-0.253,11.597,-34.058,-8.057
1.233,-0.239,-0.191,12.512,-34.79,-1.465
1.232,-0.203,-0.124,12.207,-31.494,8.606
1.207,-0.15,-0.076,8.057,-24.902,17.822
1.18,-0.122,-0.063,6.47,-20.935,20.386
1.12,-0.087,-0.024,4.883,-15.808,18.738
1.074,-0.077,0.004,3.052,-8.484,9.888
1.039,-0.092,-0.018,1.282,-4.15,-11.169
0.984,-0.142,-0.098,0,1.282,-8.118
0.961,-0.203,-0.132,5.066,2.319,-19.592
0.96,-0.227,-0.134,8.85,3.296,-23.926
0.945,-0.255,-0.149,7.812,4.272,-23.376
0.935,-0.293,-0.162,3.601,3.723,-20.203
0.942,-0.315,-0.155,1.343,1.221,-15.259
0.948,-0.342,-0.151,0.366,1.16,-11.047
0.961,-0.35,-0.136,-3.784,1.099,-1.587
0.961,-0.325,-0.143,-7.385,-0.916,7.202
0.956,-0.307,-0.14,-7.019,-0.977,9.338
0.976,-0.276,-0.115,-4.517,-1.038,8.545
0.343,-1.915,-0.759,-46.021,75.5,27.1
0.278,-1.877,-0.791,-41.992,45.471,177.917
0.191,-1.456,-0.65,-30.884,31.555,236.206
0.303,-0.92,-0.56,-9.583,5.798,304.321
0.503,-0.33,-0.446,21.423,-19.592,318.176
0.614,0.033,-0.36,56.519,-32.898,298.523
0.858,0.81,0.026,61.951,-30.762,276.428
0.969,1.519,0.267,22.522,3.235,204.102
0.943,1.747,0.098,-11.23,58.838,82.642
0.864,1.772,-0.425,-39.001,58.716,3.479
0.847,1.36,-0.576,-4.7,48.462,-148.743
0.806,1.085,-0.538,9.888,35.4,-255.615
0.665,0.458,-0.407,16.113,12.695,-290.405
0.411,-0.203,-0.375,4.456,4.333,-330.75
0.331,-0.635,-0.327,1.282,11.902,-314.758
0.331,-1.529,-0.376,-21.912,20.203,-268.433
0.539,-2.164,-0.664,-64.209,29.419,-108.826
0.461,-2.031,-0.71,-59.265,7.751,68.726
0.418,-1.775,-0.598,-42.053,-1.038,145.569
0.453,-1.143,-0.512,-20.813,-11.902,236.389
0.685,-0.62,-0.443,14.038,-28.076,259.766
0.712,-0.278,-0.394,36.011,-36.926,254.456
0.895,0.378,-0.217,71.838,-37.781,242.981
0.967,1.079,0.042,60.547,-23.56,193.665
1.001,1.331,0.067,31.128,-5.737,152.649
0.97,1.522,-0.28,-29.541,30.457,42.358
0.944,1.271,-0.557,-25.574,36.621,-91.492
0.914,1.052,-0.593,11.963,18.494,-202.515
0.83,0.535,-0.471,25.146,8.972,-241.76
0.676,-0.053,-0.347,31.067,-0.916,-288.025
0.546,-0.34,-0.319,20.691,5.31,-284.79
0.505,-1.163,-0.258,3.54,15.32,-254.028
0.532,-1.745,-0.498,-45.715,31.982,-139.038
0.579,-1.924,-0.653,-60.425,23.01,10.742
0.504,-1.783,-0.673,-46.936,11.292,84.106
0.47,-1.313,-0.499,-23.621,-3.662,197.388
0.544,-0.765,-0.469,-1.404,-10.742,248.901
0.645,-0.509,-0.431,16.541,-13.672,257.263
0.698,0.096,-0.385,54.016,-21.667,252.869
0.842,0.719,-0.195,74.463,-21.851,220.398
0.893,1.058,-0.077,66.65,-18.005,190.552
0.963,1.545,-0.148,12.329,4.761,99.365
0.963,1.464,-0.431,-25.452,22.705,-24.658
0.961,1.3,-0.513,-23.193,20.02,-90.698
0.941,0.837,-0.502,4.028,4.395,-200.378
0.846,0.308,-0.351,25.391,-6.775,-263.55
0.762,0.058,-0.311,27.893,-8.24,-279.297
0.66,-0.6,-0.218,19.897,-0.183,-279.663
0.601,-1.228,-0.259,-17.517,20.508,-211.731
0.584,-1.512,-0.373,-43.213,31.25,-90.332
0.58,-1.819,-0.632,-68.481,32.104,-23.437
0.495,-1.616,-0.62,-42.664,16.541,102.661
0.492,-1.428,-0.56,-11.78,3.296,188.904
0.552,-0.95,-0.516,-1.038,-2.869,214.294
0.701,-0.458,-0.456,31.86,-12.817,237.671
0.781,0.106,-0.378,58.533,-24.109,234.802
0.844,0.404,-0.295,65.308,-24.597,223.816
0.958,0.976,-0.099,50.11,-13.062,179.199
0.976,1.371,-0.207,2.014,13.184,101.99
0.987,1.442,-0.334,-14.587,23.193,50.659
0.986,1.294,-0.502,-18.372,24.902,-62.927
0.961,1.152,-0.516,-11.719,3.235,-164.001
0.902,0.718,-0.437,-0.183,5.31,-203.064
0.761,0.218,-0.382,0,-2.991,-254.028
0.683,-0.059,-0.345,-0.916,-5.188,-273.132
0.611,-0.682,-0.276,-3.113,0.671,-261.353
0.558,-1.232,-0.318,-27.344,16.479,-195.312
0.556,-1.675,-0.47,-55.847,24.658,-83.679
0.558,-1.772,-0.542,-60.486,24.292,-19.165
0.49,-1.601,-0.524,-42.053,10.62,99.915
0.501,-1.238,-0.444,-18.433,0.122,185.974
0.52,-1.005,-0.426,6.958,-6.775,230.957
0.616,-0.503,-0.432,23.132,-9.521,238.892
0.722,-0.027,-0.38,55.725,-19.165,232.117
0.741,0.556,-0.269,72.571,-23.926,201.721
0.872,0.804,-0.169,69.336,-20.752,176.086
0.913,1.259,-0.148,34.79,-4.7,101.868
0.927,1.359,-0.23,0.61,12.39,0.061
0.935,1.254,-0.413,-5.31,14.465,-54.016
0.913,0.922,-0.477,5.371,5.249,-153.259
0.903,0.707,-0.436,14.893,-0.61,-190.674
0.806,0.249,-0.349,17.944,-9.155,-234.131
0.711,-0.271,-0.262,5.188,-9.399,-242.798
0.705,-0.524,-0.226,-4.761,-4.089,-203.186
0.631,-0.894,-0.278,-37.109,11.475,-169.434
0.617,-1.119,-0.43,-55.176,19.165,-92.529
0.576,-1.095,-0.496,-43.274,14.099,-14.038
0.555,-1.004,-0.489,-33.264,8.057,16.724
0.549,-0.8,-0.429,-18.372,-9.277,55.481
0.594,-0.615,-0.383,-7.568,-27.893,68.237
0.62,-0.532,-0.356,6.958,-41.321,64.697
0.7,-0.388,-0.312,14.954,-45.593,59.265
0.773,-0.261,-0.275,27.405,-51.697,45.837
0.809,-0.214,-0.267,35.522,-54.565,29.724
0.847,-0.15,-0.272,37.964,-54.382,21.24
0.915,-0.135,-0.287,40.039,-52.185,3.54
1.003,-0.108,-0.269,36.499,-49.438,-7.324
1.033,-0.094,-0.26,32.837,-47.058,-9.277
1.078,-0.085,-0.239,23.926,-39.734,-10.864
1.105,-0.093,-0.251,11.78,-30.151,-10.986
1.105,-0.13,-0.293,5.31,-23.01,-14.648
1.104,-0.156,-0.329,5.31,-20.447,-17.883
1.135,-0.229,-0.356,11.719,-19.714,-22.583
1.152,-0.255,-0.357,16.113,-19.836,-16.907
1.151,-0.25,-0.337,14.832,-21.24,-5.554
1.147,-0.242,-0.312,12.817,-22.461,6.958
1.128,-0.192,-0.251,7.935,-22.278,12.817
1.088,-0.141,-0.215,3.723,-19.958,18.799
1.052,-0.108,-0.162,3.723,-17.761,16.357
1.032,-0.097,-0.13,3.784,-15.381,13.489
0.99,-0.1,-0.124,2.197,-7.446,4.7
0.975,-0.151,-0.145,1.892,-1.465,-5.615
0.95,-0.199,-0.181,2.136,3.052,-10.681
0.939,-0.22,-0.205,2.014,4.089,-12.085
0.919,-0.257,-0.235,2.014,3.54,-13.672
0.909,-0.284,-0.249,1.953,1.831,-12.695
0.907,-0.294,-0.277,2.319,-1.282,-9.705
0.923,-0.309,-0.256,2.747,-3.479,-7.202
0.931,-0.294,-0.216,0.366,-4.395,0.061
0.286,-1.928,-0.579,-65.186,50.049,20.02
0.242,-1.861,-0.601,-55.786,40.405,148.865
0.207,-1.51,-0.516,-29.846,18.25,202.393
0.297,-1.024,-0.477,-15.015,-2.075,269.897
0.587,-0.527,-0.4,10.254,-21.851,291.626
0.596,-0.207,-0.347,27.954,-34.18,290.955
0.858,0.497,-0.081,60.913,-41.443,264.893
0.995,1.205,0.248,44.434,-19.104,205.139
1.001,1.465,0.192,13.245,5.066,158.813
0.946,1.656,-0.3,-28.381,47.18,30.884
0.909,1.305,-0.541,-4.639,42.419,-119.263
0.885,1.052,-0.517,13.306,16.663,-238.281
0.743,0.439,-0.385,29.602,7.141,-278.748
0.495,-0.289,-0.31,18.982,0.61,-321.838
0.452,-0.796,-0.265,-5.798,11.841,-290.1
0.482,-1.671,-0.354,-26.001,17.822,-237.793
0.552,-2.146,-0.552,-54.993,21.179,-78.979
0.426,-1.909,-0.521,-43.091,10.864,91.492
0.402,-1.678,-0.482,-30.334,4.883,208.13
0.46,-1.125,-0.496,-21.362,-1.892,237.61
0.704,-0.613,-0.426,17.944,-21.179,258.24
0.717,-0.294,-0.323,61.951,-36.56,248.535
0.891,0.327,-0.185,77.515,-36.255,233.459
1.045,0.95,0.038,73.73,-21.667,182.983
1.094,1.229,0.055,54.443,-5.615,147.217
1.105,1.512,-0.195,12.268,30.457,53.101
1.099,1.433,-0.43,4.211,44.617,-61.34
1.052,1.271,-0.461,8.301,42.786,-116.76
0.954,0.821,-0.419,11.78,30.579,-206.116
0.866,0.264,-0.364,5.737,22.156,-261.658
0.632,-0.058,-0.349,1.892,20.02,-279.236
0.484,-0.807,-0.311,-3.906,24.231,-280.884
0.429,-1.537,-0.45,-27.954,39.429,-207.336
0.431,-1.829,-0.629,-42.175,36.377,-72.021
0.365,-2.006,-0.796,-31.189,23.56,2.319
0.3,-1.652,-0.647,-2.563,-10.559,131.348
0.367,-1.193,-0.562,4.883,-36.133,213.074
0.448,-0.933,-0.514,11.719,-46.265,237.183
0.617,-0.397,-0.367,37.048,-59.814,260.254
0.788,0.262,-0.247,62.744,-64.758,258.118
0.891,0.622,-0.122,68.298,-59.509,247.192
1.008,1.314,0.088,44.189,-36.865,193.604
1.067,1.672,-0.104,-3.113,2.502,94.604
1.054,1.692,-0.262,-10.803,16.357,31.372
1.058,1.46,-0.364,5.92,23.621,-99.792
1.037,1.26,-0.338,14.099,18.982,-199.463
0.998,0.739,-0.22,9.521,18.433,-230.53
0.792,0.146,-0.174,-14.16,24.597,-262.695
0.712,-0.218,-0.177,-23.315,28.931,-260.132
0.575,-0.891,-0.241,-36.743,43.457,-241.455
0.472,-1.48,-0.408,-52.979,55.054,-169.922
0.426,-1.888,-0.641,-59.753,51.819,-58.533
0.385,-1.904,-0.708,-55.42,40.222,1.038
0.323,-1.65,-0.685,-33.02,8.484,106.689
0.369,-1.219,-0.585,-1.709,-18.433,172.913
0.439,-0.978,-0.51,29.785,-40.466,204.285
0.586,-0.512,-0.391,43.64,-48.34,210.937
0.744,0.052,-0.269,66.101,-53.345,213.074
0.836,0.366,-0.165,66.162,-42.236,192.078
1.004,0.969,-0.033,52.185,-30.151,170.898
1.079,1.369,-0.099,16.602,-0.732,102.905
1.111,1.48,-0.205,4.883,10.254,0.305
1.118,1.424,-0.355,3.235,19.226,-54.443
1.054,1.093,-0.304,12.024,15.503,-154.907
1.009,0.854,-0.261,4.089,13.428,-226.013
0.838,0.332,-0.238,-4.028,15.32,-247.62
0.713,-0.347,-0.227,-14.587,23.865,-261.047
0.656,-0.621,-0.246,-18.982,31.311,-223.083
0.544,-1.114,-0.357,-37.781,45.715,-187.805
0.504,-1.48,-0.577,-58.716,46.875,-91.98
0.447,-1.502,-0.668,-54.749,28.381,10.376
0.437,-1.393,-0.632,-43.762,12.451,51.697
0.467,-1.099,-0.533,-19.531,-16.418,106.934
0.583,-0.791,-0.419,4.639,-36.987,131.348
0.653,-0.635,-0.357,17.029,-43.274,153.198
0.782,-0.316,-0.213,37.109,-47.424,140.869
0.833,0.001,-0.106,40.283,-42.847,129.333
0.859,0.119,-0.11,37.231,-28.076,99.548
0.874,0.262,-0.127,37.842,-22.095,77.942
0.853,0.299,-0.176,42.603,-14.465,27.1
0.84,0.262,-0.184,45.41,-12.695,2.075
0.846,0.142,-0.229,45.166,-13,-36.377
0.849,0.002,-0.257,41.199,-13.733,-54.81
0.84,-0.045,-0.271,37.231,-13.55,-57.556
0.843,-0.12,-0.323,25.513,-14.099,-54.077
0.86,-0.15,-0.359,15.869,-16.663,-46.082
0.879,-0.155,-0.38,9.949,-21.362,-37.659
0.896,-0.154,-0.38,9.155,-24.17,-34.607
0.971,-0.199,-0.379,10.254,-26.855,-29.419
0.981,-0.14,-0.37,7.507,-28.259,-22.034
1,-0.152,-0.358,0.122,-28.259,-16.113
1.05,-0.166,-0.354,-4.028,-28.137,-12.512
1.078,-0.156,-0.349,-7.385,-27.283,-6.958
1.108,-0.144,-0.323,-3.357,-24.414,-5.981
1.117,-0.146,-0.327,0.732,-19.775,-8.362
1.125,-0.152,-0.33,2.502,-16.907,-11.353
1.126,-0.169,-0.334,4.517,-16.357,-11.597
1.112,-0.193,-0.289,3.845,-16.541,-9.583
1.086,-0.212,-0.253,-0.793,-15.137,-4.944
1.045,-0.216,-0.234,-3.601,-12.878,-3.174
1.032,-0.224,-0.224,-3.357,-11.719,-3.662
1.012,-0.245,-0.211,-2.93,-9.46,-4.822
1.004,-0.268,-0.198,-1.953,-6.897,-4.395
0.985,-0.271,-0.197,-1.343,-3.906,-2.319
0.977,-0.271,-0.194,1.099,-0.977,-1.404
0.955,-0.264,-0.2,1.953,0.732,-0.916
0.945,-0.246,-0.224,4.15,1.892,-1.343
0.944,-0.241,-0.22,6.653,0.916,-2.014
0.941,-0.239,-0.216,5.92,0.305,-1.038
0.932,-0.212,-0.215,3.601,-0.916,0.854
0.945,-0.21,-0.213,4.517,-0.916,0.916
0.948,-0.203,-0.208,3.601,-0.793,1.465
0.947,-0.189,-0.209,0.61,-0.549,2.075
0.965,-0.198,-0.205,-0.122,0.305,0.854
0.968,-0.199,-0.208,-1.038,1.343,0.793
0.974,-0.203,-0.21,-1.953,2.258,0
0.974,-0.214,-0.213,-2.441,3.174,-1.221
0.974,-0.213,-0.214,-1.831,3.601,-2.38
