aX,aY,aZ,gX,gY,gZ
0.59,0.405,-0.686,1.648,-6.165,-2.258
0.592,0.41,-0.678,1.892,-5.554,-2.686
0.613,0.397,-0.679,2.93,-4.822,-3.723
0.607,0.398,-0.658,2.991,-4.15,-4.15
0.628,0.377,-0.668,2.563,-2.441,-4.028
0.639,0.35,-0.668,0.61,-2.686,-1.892
0.612,0.362,-0.673,-4.15,-3.479,1.221
0.603,0.395,-0.705,-5.066,-2.563,1.404
0.61,0.392,-0.708,-0.732,-1.16,0.671
0.583,0.405,-0.68,0.549,-2.197,0.122
0.608,0.395,-0.688,0.244,-1.404,-3.418
0.618,0.378,-0.67,1.465,-1.099,-2.686
0.617,0.382,-0.672,-1.099,-1.77,-1.587
0.618,0.383,-0.679,-1.16,-1.038,-1.587
0.615,0.385,-0.677,-0.977,-0.732,-2.014
0.628,0.374,-0.679,-0.366,-0.305,-2.808
0.625,0.369,-0.677,-0.732,-0.305,-2.625
0.622,0.365,-0.683,-1.16,-0.061,-2.197
0.614,0.366,-0.686,-1.587,0.061,-0.916
0.607,0.38,-0.692,-1.587,-0.549,-0.61
0.609,0.383,-0.694,-0.488,-0.854,-1.465
0.62,0.369,-0.682,1.343,-1.343,-2.319
0.616,0.368,-0.666,0.61,-2.502,-2.075
0.623,0.368,-0.665,-0.061,-2.441,-1.709
0.614,0.385,-0.663,-0.366,-1.526,-0.549
0.618,0.395,-0.671,0.061,-0.671,-1.099
0.616,0.387,-0.66,1.343,-0.549,-2.197
0.63,0.376,-0.667,0.427,0.122,-2.808
0.626,0.38,-0.669,-0.366,-0.244,-2.075
0.629,0.372,-0.676,-0.366,-0.061,-2.38
0.622,0.375,-0.667,-0.305,0.488,-1.77
0.632,0.371,-0.687,-0.793,0.977,-2.136
0.627,0.371,-0.678,0.305,0.732,-1.343
0.628,0.374,-0.689,0.061,0.122,-2.319
0.627,0.358,-0.676,-0.366,-0.061,-0.61
0.617,0.376,-0.694,-2.991,-0.61,-0.305
0.629,0.358,-0.69,0.122,0.183,-0.671
0.635,0.343,-0.694,-0.732,-0.854,0.916
0.613,0.368,-0.687,-1.526,-2.686,1.343
0.623,0.371,-0.678,0.122,-2.197,0.488
0.612,0.377,-0.658,1.282,-1.465,0.854
0.626,0.387,-0.673,0.61,-1.038,-0.305
0.625,0.38,-0.654,2.014,-1.038,-0.305
0.626,0.379,-0.662,-0.305,-1.099,-0.366
0.621,0.379,-0.667,0.122,-0.61,0
0.626,0.385,-0.673,0.183,0.061,-1.038
0.641,0.372,-0.676,0.977,0.061,-1.099
0.637,0.366,-0.672,-0.61,-1.282,-0.366
0.622,0.374,-0.673,-2.38,-1.892,-0.366
0.643,0.356,-0.672,-2.502,-1.587,0.061
0.634,0.357,-0.665,-3.235,-1.587,2.625
0.621,0.374,-0.68,-2.747,-0.366,1.831
0.613,0.393,-0.681,-1.16,0.549,1.282
0.636,0.374,-0.688,1.221,0.366,-0.793
0.634,0.364,-0.669,-0.366,-0.793,0.366
0.624,0.376,-0.673,-1.099,-0.732,0.671
0.633,0.38,-0.679,-0.244,-0.122,0.305
0.63,0.375,-0.667,0.427,-0.366,-0.183
0.636,0.371,-0.663,0.244,0.122,-0.488
0.637,0.368,-0.659,0,0.305,-0.427
-0.542,0.643,3.18,-54.504,81.36,32.776
-0.938,0.764,4,-82.336,92.407,19.47
-1.635,0.882,4,-175.171,193.787,-31.799
-1.579,0.721,4,-216.797,524.597,-48.706
-1.447,0.866,2.498,-150.513,585.205,-32.776
-0.975,0.231,1.689,-92.285,624.207,-50.415
-0.519,-0.362,0.53,-164.856,572.754,-45.105
-0.355,-0.437,-0.357,-231.934,482.849,-6.226
-0.379,-0.583,-0.634,-277.954,350.037,9.766
-0.675,-0.428,-1.156,-267.944,331.848,6.042
-0.656,-0.442,-1.484,-210.327,310.181,-18.799
-0.491,-0.571,-1.618,-158.02,280.701,-38.818
-0.432,-0.521,-1.7,-136.108,238.953,-42.114
-0.364,-0.468,-1.726,-102.356,211.243,-41.992
-0.237,-0.411,-1.737,-60.913,175.354,-24.414
-0.028,-0.296,-1.712,-50.293,139.038,-6.897
0.026,-0.094,-1.625,-44.556,101.624,8.606
0.029,0.036,-1.548,-38.513,85.999,12.573
0.06,0.224,-1.349,-18.677,62.866,8.545
0.131,0.304,-1.144,-1.038,44.739,-3.967
0.239,0.264,-0.947,5.066,26.855,-15.93
0.314,0.221,-0.813,0.488,15.381,-17.639
0.346,0.227,-0.804,-2.258,14.648,-10.742
0.35,0.238,-0.807,-1.587,16.357,-6.897
0.386,0.25,-0.884,1.587,17.273,-4.883
0.401,0.244,-0.885,6.958,11.719,-3.967
0.398,0.241,-0.884,5.859,3.113,-4.089
0.377,0.281,-0.885,7.202,-1.648,-2.625
0.358,0.324,-0.886,9.705,-2.991,-3.174
0.407,0.308,-0.891,14.648,-2.869,-3.479
0.421,0.328,-0.838,11.963,-7.202,0.549
0.449,0.36,-0.829,5.249,-11.047,3.906
0.474,0.391,-0.819,0.854,-15.015,6.653
0.46,0.436,-0.804,0.488,-15.564,3.784
0.46,0.432,-0.789,2.869,-13.916,-0.305
0.466,0.403,-0.796,3.906,-12.146,-4.333
0.495,0.366,-0.776,4.822,-10.132,-6.226
0.49,0.346,-0.782,1.953,-8.911,-5.371
0.49,0.343,-0.782,2.197,-5.31,-2.686
0.48,0.367,-0.805,0.122,-4.517,-0.244
0.471,0.369,-0.812,2.258,-4.15,-0.183
0.466,0.385,-0.811,3.418,-3.845,-1.038
0.474,0.386,-0.81,4.883,-4.395,-1.709
0.459,0.401,-0.801,4.822,-5.859,-2.441
0.462,0.395,-0.807,4.883,-7.812,-4.578
0.464,0.382,-0.791,7.019,-9.155,-7.324
0.486,0.356,-0.778,6.836,-8.606,-7.996
0.494,0.345,-0.771,6.226,-8.606,-6.592
0.507,0.339,-0.777,5.005,-9.216,-6.287
0.515,0.335,-0.768,4.761,-10.132,-4.883
0.502,0.351,-0.766,3.418,-10.681,-4.089
0.502,0.362,-0.769,3.967,-9.46,-3.723
0.507,0.367,-0.754,4.761,-8.118,-3.723
0.517,0.37,-0.748,3.601,-7.568,-2.93
0.517,0.381,-0.752,2.563,-7.385,-2.197
0.519,0.39,-0.75,2.625,-6.531,-1.77
0.521,0.399,-0.75,3.174,-6.165,-2.197
0.52,0.395,-0.738,3.662,-5.676,-3.54
0.528,0.386,-0.73,3.723,-4.761,-3.052
0.535,0.377,-0.722,3.235,-3.845,-2.686
0.545,0.372,-0.729,1.16,-3.601,-1.831
0.536,0.372,-0.733,-0.732,-3.479,-0.427
0.529,0.378,-0.744,-0.854,-2.93,-0.427
0.53,0.383,-0.752,0.977,-1.221,-0.488
0.528,0.376,-0.753,2.563,-0.122,-0.977
0.533,0.37,-0.761,2.136,0.427,-1.709
0.537,0.372,-0.766,1.831,-0.61,-1.648
0.539,0.372,-0.764,1.831,-1.221,-2.014
0.541,0.366,-0.759,1.77,-1.282,-2.625
0.534,0.373,-0.757,1.16,-1.587,-2.075
0.531,0.383,-0.763,0.732,-1.465,-2.625
0.535,0.379,-0.75,2.38,-0.61,-3.296
0.546,0.364,-0.747,1.953,-0.366,-3.479
0.55,0.354,-0.743,-0.305,-1.77,-3.113
0.536,0.361,-0.746,-1.953,-2.38,-2.014
0.541,0.36,-0.748,-1.16,-1.831,-1.831
0.538,0.359,-0.746,0.061,-2.075,-1.648
0.538,0.364,-0.753,1.221,-1.648,-2.075
0.54,0.357,-0.746,2.686,-1.343,-2.319
0.542,0.357,-0.753,1.77,-1.953,-2.258
0.539,0.354,-0.754,1.465,-2.563,-1.465
0.539,0.353,-0.76,1.221,-3.296,-0.305
0.533,0.361,-0.771,0.977,-4.456,0.732
0.532,0.377,-0.774,2.197,-4.944,0.977
0.54,0.389,-0.759,4.028,-5.92,-0.427
0.552,0.387,-0.74,5.31,-6.897,-1.892
0.562,0.381,-0.726,4.395,-8.118,-2.258
0.567,0.376,-0.712,3.113,-9.033,-2.075
0.568,0.37,-0.713,1.892,-8.545,-1.038
0.573,0.369,-0.716,1.648,-7.202,0.183
0.575,0.367,-0.717,1.587,-6.775,0.549
0.572,0.372,-0.716,0.916,-6.165,0.977
0.576,0.377,-0.714,1.77,-6.287,1.465
0.571,0.378,-0.708,1.526,-5.859,1.648
0.567,0.384,-0.718,1.221,-4.7,2.075
0.567,0.388,-0.723,1.953,-4.15,1.892
0.573,0.387,-0.713,2.747,-4.517,1.404
0.568,0.39,-0.704,2.869,-4.7,1.709
0.571,0.383,-0.709,3.784,-3.357,2.136
0.574,0.373,-0.713,4.333,-1.709,2.747
0.574,0.378,-0.727,2.93,-2.808,3.296
0.57,0.384,-0.74,2.38,-4.395,2.686
0.556,0.394,-0.738,3.235,-5.554,2.197
0.556,0.396,-0.737,5.737,-5.615,0.549
0.572,0.39,-0.738,6.165,-7.263,-0.122
0.581,0.375,-0.732,5.554,-10.01,-0.122
0.571,0.375,-0.727,4.028,-11.963,1.282
0.566,0.385,-0.747,3.662,-11.841,1.709
0.559,0.395,-0.766,7.202,-11.902,1.343
0.564,0.386,-0.766,11.963,-12.39,0
0.563,0.387,-0.76,15.442,-14.587,-0.793
0.565,0.387,-0.754,16.907,-16.479,-1.16
0.58,0.391,-0.745,17.09,-17.944,-1.343
0.589,0.395,-0.726,16.785,-21.973,-1.526
0.594,0.396,-0.709,17.212,-24.597,-0.732
0.599,0.407,-0.688,18.616,-25.146,-0.366
0.621,0.409,-0.673,18.921,-26.672,-0.305
0.631,0.413,-0.653,18.127,-29.785,-0.183
0.634,0.416,-0.639,18.127,-31.86,-0.061
-0.429,0.592,2.832,-34.973,88.623,46.326
-1.312,1.012,4,-80.139,136.597,39.917
-1.919,1.235,4,-165.955,269.714,-26.55
-1.491,0.79,4,-160.034,499.756,-88.013
-1.194,0.567,2.733,-109.741,659.363,-57.068
-0.668,0.051,1.249,-120.911,678.65,-55.786
-0.437,-0.241,0.542,-152.039,638.916,-40.588
-0.186,-0.818,-0.581,-264.709,453.674,6.897
-0.791,-0.695,-0.931,-312.561,354.675,44.25
-1.033,-0.378,-1.607,-285.95,313.232,22.766
-0.836,-0.319,-1.783,-183.105,297.119,-24.78
-0.48,-0.55,-1.553,-110.535,265.93,-58.594
-0.295,-0.631,-1.401,-95.947,228.577,-47.058
-0.28,-0.46,-1.416,-95.581,197.937,-16.418
-0.285,-0.247,-1.506,-79.102,173.34,0.61
-0.153,-0.141,-1.474,-44.495,152.588,4.15
-0.076,-0.105,-1.426,-30.945,125.366,10.742
0.014,0.037,-1.281,-21.729,99.121,16.907
0.071,0.251,-1.13,-20.996,70.374,15.747
0.088,0.309,-1.016,-18.86,51.941,8.728
0.145,0.296,-0.916,-13,42.969,2.808
0.216,0.275,-0.873,-11.414,36.499,2.869
0.226,0.305,-0.878,-13.184,30.823,3.723
0.259,0.309,-0.9,-8.118,28.992,3.54
0.254,0.33,-0.896,-3.418,25.574,2.197
0.283,0.336,-0.91,0.183,21.118,-0.244
0.29,0.322,-0.891,2.625,15.869,-1.648
0.325,0.315,-0.912,-1.709,11.902,-1.709
0.316,0.333,-0.922,-2.808,4.15,1.282
0.282,0.383,-0.96,-1.16,1.526,-2.869
0.322,0.381,-0.917,4.639,-0.793,-4.822
0.308,0.374,-0.889,3.296,-5.188,-4.944
0.331,0.364,-0.901,0.671,-6.287,-5.92
0.33,0.376,-0.881,1.953,-7.629,-6.287
0.361,0.346,-0.886,3.723,-6.653,-7.812
0.375,0.327,-0.879,4.456,-7.629,-6.897
0.373,0.337,-0.863,3.418,-8.972,-5.371
0.386,0.328,-0.858,3.967,-7.69,-3.784
0.365,0.355,-0.819,3.357,-7.141,-0.061
0.373,0.371,-0.842,2.441,-3.174,0.488
0.4,0.363,-0.853,4.272,-0.61,4.395
0.385,0.376,-0.838,-3.296,-6.226,6.592
0.352,0.414,-0.869,-7.019,-6.409,4.517
0.339,0.432,-0.871,-2.014,-4.333,2.197
0.36,0.407,-0.857,2.869,-3.601,-2.747
0.381,0.382,-0.825,2.747,-4.883,-3.845
0.38,0.375,-0.814,-0.427,-6.287,-2.991
0.382,0.383,-0.819,-2.075,-4.639,-2.197
0.391,0.368,-0.832,-0.366,-2.625,-2.686
0.377,0.366,-0.824,0.549,-0.671,-2.747
0.388,0.351,-0.834,1.77,1.587,-3.113
0.398,0.344,-0.837,1.404,1.953,-1.892
0.389,0.351,-0.846,-2.014,0.366,-0.305
0.376,0.371,-0.857,-2.869,-0.427,0.488
0.381,0.371,-0.853,-1.343,-0.793,-0.671
0.389,0.358,-0.848,-0.793,-2.136,-1.404
0.386,0.367,-0.84,-0.671,-2.991,-0.793
0.392,0.367,-0.845,-0.977,-3.54,-1.343
0.386,0.366,-0.829,-0.549,-3.601,-0.977
0.391,0.362,-0.833,-1.465,-3.296,-0.61
0.384,0.374,-0.838,-2.014,-2.625,-0.671
0.393,0.371,-0.842,-0.854,-1.709,-0.916
0.4,0.365,-0.836,-1.221,-1.648,-1.099
0.404,0.357,-0.833,-2.136,-2.625,-0.427
0.389,0.362,-0.841,-3.113,-2.502,-0.732
0.4,0.351,-0.842,-0.61,-0.732,-1.282
0.397,0.344,-0.837,-0.732,-0.366,-1.16
0.399,0.353,-0.85,-1.709,-0.977,-0.977
0.385,0.369,-0.844,-1.465,-2.258,-1.099
0.402,0.362,-0.845,-0.183,-1.77,-2.625
0.396,0.354,-0.833,0.305,-2.014,-1.953
0.402,0.355,-0.843,-1.709,-1.953,-2.136
0.409,0.351,-0.839,-0.916,-2.136,-1.648
0.402,0.356,-0.837,-1.099,-2.991,-1.404
0.396,0.362,-0.839,-0.671,-1.831,-2.441
0.412,0.345,-0.84,1.831,-0.671,-3.479
0.414,0.348,-0.831,1.282,-1.526,-2.441
0.411,0.355,-0.838,-0.793,-2.319,-2.136
0.402,0.364,-0.828,0.244,-2.014,-1.892
0.409,0.359,-0.823,0.916,-0.916,-2.319
0.412,0.359,-0.818,0.61,-0.427,-1.77
0.415,0.361,-0.823,0.122,-0.366,-1.587
0.418,0.366,-0.833,-0.244,-0.549,-1.343
0.413,0.362,-0.825,0.427,-1.77,-1.587
0.407,0.362,-0.818,-0.244,-1.709,-1.221
0.424,0.35,-0.828,0.61,-0.61,-1.526
0.418,0.35,-0.833,-0.549,-1.038,-0.427
0.413,0.352,-0.842,-0.61,-1.465,-0.244
0.416,0.348,-0.843,0.244,-1.404,-0.061
0.412,0.346,-0.833,0.305,-2.075,-0.244
0.413,0.353,-0.835,0.549,-1.343,-0.488
0.421,0.349,-0.838,1.282,-1.16,-0.366
0.415,0.348,-0.836,0.183,-2.502,-0.488
0.414,0.348,-0.841,0.305,-2.625,-0.61
0.401,0.357,-0.845,0.854,-2.441,-0.183
0.407,0.354,-0.85,2.38,-2.686,-1.343
0.416,0.344,-0.839,2.502,-3.418,-1.526
0.418,0.34,-0.84,0.732,-4.761,-1.526
0.42,0.343,-0.848,0.61,-5.127,-1.038
0.421,0.34,-0.853,1.465,-5.554,-0.488
0.419,0.34,-0.862,1.77,-6.775,-0.488
0.42,0.34,-0.859,3.235,-7.996,-0.549
0.419,0.345,-0.867,5.737,-8.423,-0.977
0.431,0.328,-0.862,7.568,-9.033,-1.526
0.444,0.306,-0.86,6.409,-10.925,-0.366
0.427,0.309,-0.866,2.991,-14.282,2.502
0.42,0.322,-0.886,3.906,-16.052,3.906
0.424,0.325,-0.881,7.446,-17.029,4.395
0.433,0.331,-0.872,8.545,-20.203,4.089
0.433,0.341,-0.86,10.742,-23.193,3.296
0.438,0.349,-0.842,12.817,-24.902,2.869
0.445,0.357,-0.831,14.343,-26.245,3.174
0.455,0.366,-0.821,15.625,-27.71,3.662
0.459,0.375,-0.803,16.846,-30.151,3.662
0.477,0.392,-0.797,16.785,-31.006,3.113
0.483,0.405,-0.781,18.372,-32.41,2.869
0.499,0.411,-0.765,19.958,-33.63,1.343
0.506,0.413,-0.742,20.691,-34.851,0.488
0.527,0.411,-0.726,19.775,-35.583,0.427
-0.424,0.981,2.503,-36.377,35.4,7.385
-1.314,1.526,3.958,-97.656,59.57,-26.428
-1.836,1.839,4,-139.099,183.838,-88.928
-1.991,1.62,4,-65.247,403.87,-139.465
-1.424,0.707,3.424,-47.791,588.928,-163.818
-0.855,0.091,1.53,-142.212,636.353,-138.184
-0.435,-0.532,0.069,-211.06,588.379,-101.074
-0.244,-0.69,-0.942,-277.954,467.896,-38.33
-0.571,-0.366,-1.141,-307.739,330.322,-13.306
-0.634,-0.146,-1.221,-255.127,259.216,-65.735
-0.448,-0.404,-0.915,-157.898,244.873,-117.676
-0.344,-0.562,-0.84,-118.347,251.526,-114.136
-0.226,-0.652,-0.931,-115.234,251.77,-99.06
-0.285,-0.48,-1.133,-106.628,231.506,-56.274
-0.324,-0.424,-1.183,-95.154,213.074,-40.222
-0.234,-0.244,-1.425,-72.693,195.862,-28.32
-0.151,-0.154,-1.5,-49.622,171.692,-20.935
-0.095,-0.052,-1.545,-36.682,143.188,-15.747
-0.04,0.019,-1.521,-23.315,118.774,-15.198
0.025,0.036,-1.454,-12.268,79.407,-15.991
0.133,0.029,-1.323,-11.597,52.063,-14.709
0.216,0.031,-1.221,-8.85,30.945,-10.559
0.253,0.074,-1.125,-5.676,15.198,-7.812
0.297,0.087,-1.042,2.747,8.728,-4.822
0.33,0.115,-0.971,7.08,2.441,-2.258
0.365,0.131,-0.949,5.981,-6.042,-1.221
0.368,0.193,-0.877,7.141,-14.282,3.174
0.376,0.207,-0.838,7.751,-18.86,2.014
0.412,0.233,-0.822,8.423,-14.893,4.333
0.423,0.285,-0.832,4.395,-14.648,6.653
0.438,0.315,-0.837,3.601,-15.686,7.996
0.42,0.354,-0.832,2.808,-15.991,7.69
0.434,0.361,-0.823,3.784,-14.587,3.662
0.424,0.388,-0.802,3.052,-13.55,0.671
0.461,0.375,-0.821,4.761,-10.803,-2.686
0.47,0.358,-0.784,7.263,-9.705,-2.991
0.461,0.35,-0.783,4.883,-9.155,-3.662
0.469,0.351,-0.794,4.272,-4.639,-2.869
0.466,0.318,-0.807,4.089,-2.136,-2.502
0.474,0.313,-0.819,2.747,-1.465,-1.282
0.46,0.325,-0.818,1.892,-0.732,1.587
0.451,0.346,-0.823,-0.854,-0.122,2.625
0.463,0.343,-0.836,-1.953,-1.526,1.831
0.44,0.352,-0.818,-3.54,-3.052,3.174
0.418,0.386,-0.839,-3.784,-2.747,0.488
0.451,0.347,-0.837,3.174,0.977,-2.502
0.455,0.321,-0.809,2.319,0.122,-1.648
0.447,0.339,-0.832,-2.441,-1.465,-1.892
0.452,0.328,-0.823,0.061,-0.61,-1.892
0.464,0.313,-0.823,-0.732,-0.244,-2.258
0.481,0.3,-0.829,-1.16,-0.122,-1.953
0.471,0.301,-0.82,-2.197,-1.404,-0.427
0.468,0.301,-0.819,-2.197,-1.221,0.549
0.454,0.315,-0.798,-1.892,-0.061,1.587
0.459,0.325,-0.807,-2.075,1.16,1.16
0.468,0.327,-0.802,-1.465,1.587,1.404
0.477,0.321,-0.808,-3.784,-0.366,1.16
0.461,0.324,-0.802,-7.446,-1.343,1.648
0.448,0.345,-0.828,-5.31,1.038,1.892
0.455,0.332,-0.84,-1.099,2.563,-0.061
0.461,0.312,-0.824,-0.427,2.197,0
0.45,0.32,-0.834,-4.211,0.854,-0.183
0.461,0.314,-0.849,-3.113,1.526,0.305
0.442,0.327,-0.841,-2.014,1.16,0.305
0.46,0.313,-0.849,0.061,1.526,-2.563
0.478,0.274,-0.83,1.648,1.404,-1.953
0.481,0.265,-0.836,-3.54,0.732,1.526
0.446,0.306,-0.838,-6.287,-1.404,3.174
0.455,0.312,-0.844,-4.333,-1.099,1.831
0.44,0.324,-0.829,-1.343,0.305,-0.305
0.49,0.304,-0.83,0.916,0.854,-2.319
0.46,0.3,-0.814,-0.488,-0.427,-1.831
0.459,0.305,-0.827,-2.38,-0.61,-1.892
0.464,0.302,-0.828,-1.16,0,-0.977
0.453,0.311,-0.825,-2.502,-0.061,-1.099
0.449,0.314,-0.833,-1.709,-0.061,-2.014
0.453,0.305,-0.833,0.732,0.122,-3.784
0.473,0.281,-0.836,2.563,-0.061,-4.333
0.471,0.274,-0.831,1.099,-0.61,-2.869
0.469,0.282,-0.85,-1.465,-1.16,-1.221
0.443,0.307,-0.857,-0.854,-1.709,-0.793
0.468,0.292,-0.863,2.319,-1.404,-2.625
0.467,0.284,-0.837,2.38,-3.784,-2.319
0.471,0.293,-0.84,1.038,-5.005,-2.014
0.458,0.308,-0.824,2.441,-4.211,-1.587
0.475,0.306,-0.825,3.235,-3.906,-2.808
0.479,0.301,-0.814,3.235,-4.272,-1.953
0.473,0.308,-0.815,1.648,-4.944,-0.549
0.469,0.317,-0.825,1.221,-4.395,-0.427
0.48,0.304,-0.829,3.479,-3.296,-0.732
0.487,0.291,-0.826,4.15,-3.54,-0.61
0.488,0.286,-0.821,4.089,-4.822,0.122
0.473,0.297,-0.819,2.686,-5.981,0.488
0.471,0.307,-0.832,2.441,-5.798,0
0.471,0.305,-0.839,3.357,-5.432,-0.366
0.47,0.312,-0.854,3.601,-6.165,-0.732
0.467,0.32,-0.852,7.507,-7.08,-2.563
0.481,0.31,-0.844,8.789,-7.69,-3.296
0.488,0.301,-0.825,9.644,-9.521,-3.54
0.489,0.299,-0.818,9.155,-10.376,-3.601
0.498,0.301,-0.815,8.301,-11.719,-2.991
0.492,0.307,-0.815,8.972,-11.78,-3.235
0.494,0.305,-0.815,9.705,-11.719,-3.174
0.507,0.295,-0.82,10.559,-12.756,-2.136
0.508,0.29,-0.818,9.155,-14.099,-1.16
0.505,0.31,-0.819,8.85,-15.564,0.244
0.5,0.323,-0.82,9.705,-16.357,0.122
0.503,0.333,-0.824,13.489,-16.174,-0.61
0.526,0.325,-0.81,15.686,-17.029,-0.916
0.538,0.315,-0.792,14.282,-20.325,-0.183
0.525,0.336,-0.782,11.536,-23.315,0.854
0.519,0.359,-0.774,11.841,-23.682,0.244
0.526,0.36,-0.77,15.076,-22.705,-0.916
0.546,0.355,-0.758,16.113,-22.583,-1.465
0.556,0.349,-0.756,16.907,-23.682,-1.831
0.561,0.344,-0.742,15.686,-24.658,-1.038
0.563,0.344,-0.742,15.503,-25.024,-0.61
0.576,0.34,-0.743,15.808,-25.391,0.305
0.582,0.344,-0.74,16.052,-26.855,1.587
-0.415,0.693,3.181,-43.823,54.504,51.331
-1.526,1.452,4,-149.414,78.491,42.114
-2.142,1.987,4,-208.74,231.567,-49.683
-1.67,1.12,4,-94.849,505.554,-142.944
-1.14,0.199,2.97,-60.608,672.241,-117.676
-0.847,-0.462,1.23,-184.814,664.246,-67.81
-0.851,-0.451,-0.482,-291.26,566.467,-12.268
-0.709,-0.521,-1.359,-298.584,440.918,3.967
-0.656,-0.521,-1.683,-256.836,343.811,-6.897
-0.367,-0.575,-1.674,-213.623,261.169,-34.729
-0.31,-0.601,-1.481,-181.213,199.463,-54.565
-0.238,-0.555,-1.393,-135.559,188.538,-59.326
-0.081,-0.565,-1.327,-88.684,192.322,-46.326
0.021,-0.454,-1.376,-66.833,174.988,-21.179
0.043,-0.368,-1.38,-52.917,144.714,-0.977
0.074,-0.034,-1.32,-38.025,117.065,12.451
0.073,0.071,-1.28,-31.555,93.567,17.395
0.065,0.288,-1.136,-16.663,74.768,10.01
0.121,0.397,-1.088,-6.348,62.744,0.549
0.17,0.498,-0.893,-0.854,54.199,-6.592
0.251,0.48,-0.841,3.052,49.683,-15.625
0.342,0.427,-0.798,3.357,45.41,-19.165
0.373,0.404,-0.777,1.343,42.175,-18.738
0.379,0.395,-0.769,-6.531,33.997,-15.686
0.383,0.367,-0.796,-9.705,30.701,-14.832
0.393,0.338,-0.815,-8.545,27.954,-14.587
0.406,0.319,-0.849,-8.301,23.804,-14.221
0.41,0.299,-0.846,-6.897,20.813,-13.123
0.425,0.281,-0.84,-6.287,18.372,-10.071
0.398,0.306,-0.834,-8.484,15.137,-2.991
0.383,0.347,-0.843,-7.629,15.747,1.282
0.342,0.402,-0.869,-7.324,16.296,3.113
0.365,0.417,-0.898,-4.456,16.479,0.793
0.355,0.412,-0.907,-1.709,12.756,-2.136
0.358,0.411,-0.917,-2.563,7.751,-4.089
0.347,0.417,-0.898,-0.488,3.723,-5.249
0.348,0.397,-0.897,1.16,2.014,-8.179
0.393,0.361,-0.888,3.662,1.038,-9.521
0.381,0.362,-0.877,1.404,-2.93,-6.714
0.374,0.349,-0.884,-1.038,-4.395,-5.066
0.399,0.325,-0.897,-0.793,-7.263,-0.488
0.375,0.367,-0.884,-1.343,-9.888,0.61
0.378,0.379,-0.878,1.465,-11.414,-1.953
0.423,0.342,-0.851,6.714,-10.376,-1.587
0.435,0.353,-0.809,3.174,-13,1.648
0.431,0.4,-0.799,-0.854,-15.503,3.418
0.43,0.427,-0.759,1.465,-13.428,4.639
0.415,0.445,-0.741,1.648,-11.841,4.089
0.431,0.457,-0.744,3.601,-7.08,0.122
0.447,0.442,-0.721,5.249,-3.235,-0.61
0.445,0.446,-0.733,0.305,-2.014,-1.587
0.454,0.433,-0.759,-1.404,-0.549,-2.319
0.437,0.425,-0.766,-2.625,0.122,-2.136
0.447,0.408,-0.794,-2.441,1.282,-3.662
0.451,0.374,-0.791,-1.282,2.136,-3.296
0.444,0.365,-0.81,-4.578,1.343,-2.319
0.44,0.345,-0.83,-4.883,1.526,-0.793
0.449,0.326,-0.832,-6.714,0,2.319
0.426,0.367,-0.865,-9.827,-3.662,4.944
0.404,0.413,-0.845,-5.066,-5.005,4.089
0.417,0.424,-0.832,0.854,-4.456,-0.244
0.446,0.395,-0.794,4.944,-4.456,-2.563
0.451,0.389,-0.779,1.404,-6.348,-2.136
0.429,0.411,-0.772,-1.526,-6.165,-0.488
0.435,0.418,-0.774,-0.549,-2.319,-1.587
0.446,0.413,-0.777,0.061,-1.77,-2.197
0.453,0.404,-0.783,0.061,-1.099,-3.54
0.465,0.386,-0.783,0.427,-1.099,-3.479
0.447,0.39,-0.783,-0.854,-1.831,-3.357
0.458,0.369,-0.789,-0.183,-0.793,-4.395
0.46,0.35,-0.78,-1.16,-0.488,-3.296
0.458,0.355,-0.81,-4.333,-1.343,-1.953
0.444,0.366,-0.813,-3.113,-0.671,-0.183
0.429,0.387,-0.822,-1.099,-0.122,-2.014
0.462,0.363,-0.818,2.808,0.671,-3.479
0.468,0.354,-0.809,2.625,-0.183,-3.174
0.443,0.377,-0.801,-0.793,-2.319,-1.953
0.451,0.386,-0.821,-0.183,-1.343,-2.625
0.467,0.366,-0.807,1.099,-1.892,-2.747
0.459,0.373,-0.802,-1.953,-4.211,-2.075
0.46,0.373,-0.805,-0.732,-3.479,-1.221
0.456,0.368,-0.797,-1.526,-4.089,-0.061
0.443,0.38,-0.809,-0.427,-3.052,-0.732
0.453,0.379,-0.818,1.892,-1.892,-1.16
0.475,0.364,-0.805,3.479,-2.747,-2.319
0.475,0.361,-0.791,1.77,-5.005,-1.221
0.468,0.377,-0.784,0.854,-5.92,-0.244
0.468,0.382,-0.777,1.526,-5.127,-0.061
0.47,0.385,-0.776,1.465,-4.578,-0.244
0.474,0.375,-0.778,1.953,-4.456,-0.549
0.477,0.381,-0.787,1.892,-4.211,-0.244
0.472,0.373,-0.778,3.662,-3.357,0.061
0.485,0.376,-0.781,2.563,-4.761,0.916
0.469,0.386,-0.789,1.526,-5.554,0.977
0.475,0.384,-0.791,2.93,-5.554,0.122
0.483,0.363,-0.768,4.822,-5.188,-2.014
0.492,0.358,-0.77,2.625,-5.371,-0.61
0.488,0.363,-0.777,2.014,-5.676,0.366
0.489,0.379,-0.787,2.747,-5.92,1.526
0.487,0.387,-0.786,3.906,-6.897,0.366
0.492,0.403,-0.783,4.578,-8.423,-1.099
