aX,aY,aZ,gX,gY,gZ
0.039,-0.204,0.998,3.601,2.258,1.587
0.046,-0.201,0.996,4.089,2.563,1.404
0.037,-0.199,0.999,2.93,2.991,2.136
0.032,-0.217,0.994,2.869,2.808,1.953
0.017,-0.228,0.983,4.395,2.197,2.625
0.015,-0.235,0.976,5.615,1.465,2.625
0.014,-0.244,0.966,9.155,-0.305,3.479
0.033,-0.241,0.945,12.451,-1.77,5.127
0.034,-0.185,0.949,18.555,-3.296,6.165
0.049,-0.17,0.979,15.015,-3.784,4.333
0.058,-0.195,0.989,-0.061,-0.305,5.676
0.055,-0.216,0.967,-8.057,2.625,7.019
0.059,-0.205,0.956,-2.563,2.075,5.859
0.051,-0.202,0.974,3.357,-0.183,2.563
0.052,-0.209,0.994,1.648,-1.16,1.526
0.053,-0.214,0.998,-0.122,-1.221,1.343
0.056,-0.229,1.005,-0.916,-0.061,0.122
0.058,-0.234,1.001,0.793,1.709,0
1.92,-0.92,-0.236,9.766,-81.055,-35.156
2.241,-1.061,-0.186,-60.181,-90.82,-51.27
2.144,-1.207,-0.109,-187.378,-51.147,-36.438
2.002,-1.34,-0.06,-339.966,-0.305,-1.953
1.842,-1.232,0.089,-452.82,29.724,42.114
1.51,-0.797,0.342,-488.22,57.373,65.43
1.329,-0.622,0.461,-477.722,93.872,58.289
0.532,-0.176,0.577,-440.063,121.765,53.223
-0.642,0.221,0.422,-422.119,96.252,50.598
-1.499,0.554,0.704,-398.682,6.104,55.115
-1.701,0.805,1.208,-310.669,-69.336,43.701
-1.695,0.83,1.671,-177.979,-82.458,45.288
-1.687,0.838,1.993,-88.318,-60.425,82.458
-1.612,0.752,2.054,-75.317,-50.354,109.436
-0.982,0.404,1.848,-73.853,-45.898,65.491
-0.483,0.021,1.246,2.258,-11.719,-6.714
-0.304,-0.043,0.721,104.492,48.157,-49.5
-0.339,0.269,0.502,117.615,74.402,-18.738
-0.217,0.437,0.472,31.372,40.222,25.574
-0.028,0.478,0.512,-37.17,8.85,41.26
0.011,0.43,0.632,-19.714,-10.132,23.804
0.037,0.406,0.739,15.32,-24.597,0.61
0.101,0.352,0.929,24.17,-26.733,-5.798
0.12,0.299,0.965,25.574,-20.081,-13.611
0.091,0.199,0.898,24.536,-10.62,-20.874
0.083,0.1,0.877,26.428,-10.437,-23.071
0.084,0.072,0.941,19.897,-14.832,-14.587
0.128,0.097,0.985,12.573,-14.954,-6.042
0.161,0.186,0.969,11.292,-10.864,0.305
0.162,0.244,0.967,14.282,-8.118,-3.235
0.198,0.207,0.978,9.094,-8.118,-8.423
0.189,0.172,1.001,2.93,-7.812,-9.216
0.215,0.143,0.97,4.089,-5.554,-10.132
0.19,0.133,0.949,7.935,-4.517,-12.573
0.148,0.062,0.948,9.827,-7.446,-16.724
0.148,0.009,1.026,3.662,-16.541,-13.733
0.144,-0.007,1.101,-2.38,-16.357,-6.714
0.167,0.007,1.089,-2.93,-8.667,-1.648
0.147,0.045,1.028,5.493,0.488,-0.122
0.121,0.067,0.962,12.329,1.465,-2.075
0.129,0.068,0.982,15.442,-4.517,-3.845
0.157,0.073,1.008,10.498,-7.263,-3.418
0.158,0.071,1.015,3.967,-6.836,-2.502
0.157,0.057,1.022,1.77,-7.019,-1.77
0.168,0.053,1.027,0.854,-7.446,-0.732
0.176,0.055,1.027,4.639,-6.775,0.244
0.161,0.073,1.028,10.864,-4.578,1.16
0.162,0.085,1.007,13.062,-2.808,-0.366
0.15,0.101,1,15.076,-1.038,-1.892
0.135,0.072,0.983,6.775,-0.61,-2.197
0.182,0.058,0.994,3.479,0,-2.991
0.158,0.055,0.987,1.404,-1.282,-0.183
0.152,0.093,0.98,2.991,-0.366,1.526
0.146,0.098,0.985,4.089,-0.549,-0.183
0.155,0.089,0.988,5.127,-1.465,-0.732
0.143,0.109,0.969,9.155,-2.014,-1.831
0.097,0.097,0.988,11.963,-3.418,-5.127
0.154,0.068,0.986,7.629,-3.54,-5.615
0.131,0.051,1.002,5.31,-3.906,-4.883
0.143,0.041,0.992,-1.282,-1.038,-2.625
0.124,0.074,0.973,0.549,-0.305,-0.427
0.124,0.074,0.962,2.502,-0.305,-2.441
0.123,0.065,0.964,1.099,-1.892,-2.38
0.118,0.049,0.974,1.221,-3.845,-2.625
0.13,0.045,0.99,2.319,-4.089,-1.831
0.138,0.071,1.007,5.066,-2.319,-1.465
0.13,0.069,1.002,1.16,0.183,-0.793
0.157,0.041,0.99,-0.427,1.892,-2.258
0.134,0.036,0.982,1.16,0.916,-2.38
0.126,0.054,0.985,5.31,-1.282,-1.77
0.123,0.064,1.009,5.798,-3.235,-2.563
0.138,0.049,0.998,2.014,-2.258,-2.319
0.117,0.064,0.982,3.54,-3.296,-2.014
0.117,0.059,0.99,7.202,-6.348,-4.517
0.132,0.056,1.011,6.897,-6.836,-4.089
0.128,0.046,1.027,5.005,-4.7,-4.15
0.136,0.019,1.021,1.892,-1.648,-2.869
0.12,0.044,1.018,2.014,0.061,-0.854
0.123,0.051,1.014,3.357,0.671,-1.404
0.124,0.052,0.997,5.737,1.282,-2.686
0.11,0.045,0.978,6.348,1.831,-3.662
0.116,0.036,0.97,2.869,0.977,-3.174
0.114,0.05,0.964,0.427,0.977,-2.014
0.115,0.053,0.961,1.16,0.793,-2.686
0.107,0.043,0.956,1.648,-0.122,-3.784
0.102,0.031,0.961,-1.953,-1.404,-2.991
0.121,0.021,0.983,-1.892,-2.502,-2.441
0.114,0.027,1.001,-0.305,-2.441,-2.014
0.123,0.027,1.002,-0.427,-2.014,-2.38
0.122,0.026,1.005,-0.854,-0.549,-2.075
0.123,0.024,1.003,-1.343,0,-1.404
0.12,0.023,1.006,-1.587,0.122,-1.221
0.121,0.031,1,0.427,0.916,-1.099
0.118,0.024,0.988,2.502,1.465,-1.221
0.11,0.017,0.976,2.747,1.709,-1.404
0.109,0.021,0.973,4.761,0.977,-1.526
0.127,0.033,0.979,2.747,0,-0.305
0.113,0.049,0.983,0.549,0.427,-0.244
0.113,0.039,0.975,-0.488,1.404,-1.648
0.11,0.032,0.949,-0.183,0.916,-1.648
0.098,0.025,0.956,1.16,-1.282,-2.014
0.107,0.023,0.983,-0.122,-3.723,-1.892
0.109,0.013,1.002,-0.488,-4.883,-1.709
0.115,0.014,1.009,0.061,-4.272,-1.099
0.116,0.014,1.01,2.258,-2.991,-1.221
0.12,0.009,1.011,3.174,-1.526,-1.404
0.109,0.014,1,2.563,-0.122,-0.122
0.11,0.03,0.994,1.831,-0.122,0.366
0.109,0.033,1.001,2.502,-1.587,-0.61
0.116,0.03,1.01,2.808,-1.892,-1.16
0.115,0.027,1.009,1.953,-0.549,-0.732
0.115,0.029,0.998,1.831,0.427,-0.366
0.109,0.037,0.993,2.197,0.366,-0.793
0.113,0.044,0.998,1.892,0.244,-0.916
0.112,0.049,0.99,2.502,1.038,-1.282
0.108,0.055,0.982,2.197,1.526,-1.526
0.134,0.043,0.991,1.526,1.648,-3.845
0.112,0.031,0.989,-0.427,-0.305,-2.747
0.103,0.019,0.986,-0.427,-0.854,-2.625
